3591,"Interat ven retrn transp","Interatrial transposition of venous return"
3592,"Conduit rt vent-pul art","Creation of conduit between right ventricle and pulmonary artery"
3593,"Conduit left ventr-aorta","Creation of conduit between left ventricle and aorta"
3594,"Conduit artium-pulm art","Creation of conduit between atrium and pulmonary artery"
3595,"Heart repair revision","Revision of corrective procedure on heart"
3596,"Perc balloon valvuplasty","Percutaneous balloon valvuloplasty"
3597,"Perc mtrl vlv repr w imp","Percutaneous mitral valve repair with implant"
3598,"Other heart septa ops","Other operations on septa of heart"
3599,"Other heart valve ops","Other operations on valves of heart"
3603,"Open coronry angioplasty","Open chest coronary artery angioplasty"
3604,"Intrcoronry thromb infus","Intracoronary artery thrombolytic infusion"
3606,"Ins nondrug elut cor st","Insertion of non-drug-eluting coronary artery stent(s)"
3607,"Ins drug-elut coronry st","Insertion of drug-eluting coronary artery stent(s)"
3609,"Rem of cor art obstr NEC,"Other removal of coronary artery obstruction"
3610,"Aortocoronary bypass NOS,"Aortocoronary bypass for heart revascularization"
3611,"Aortocor bypas-1 cor art",(Aorto)coronary bypass of one coronary artery"
3612,"Aortocor bypas-2 cor art",(Aorto)coronary bypass of two coronary arteries"
3613,"Aortocor bypas-3 cor art",(Aorto)coronary bypass of three coronary arteries"
3614,"Aortcor bypas-4+ cor art",(Aorto)coronary bypass of four or more coronary arteries"
3615,"1 int mam-cor art bypass","Single internal mammary-coronary artery bypass"
3616,"2 int mam-cor art bypass","Double internal mammary-coronary artery bypass"
3617,"Abd-coron artery bypass","Abdominal-coronary artery bypass"
3619,"Hrt revas byps anas NEC,"Other bypass anastomosis for heart revascularization"
362,"Arterial implant revasc","Heart revascularization by arterial implant"
3631,"Open chest trans revasc","Open chest transmyocardial revascularization"
3632,"Oth transmyo revascular","Other transmyocardial revascularization"
3633,"Endo transmyo revascular","Endoscopic transmyocardial revascularization"
3634,"Perc transmyo revascular","Percutaneous transmyocardial revascularization"
3639,"Oth heart revascular","Other heart revascularization"
3802,"Head/neck ves incis NEC,"Incision of vessel"
3803,"Upper limb vessel incis","Incision of vessel"
3804,"Incision of aorta","Incision of vessel"
3805,"Thoracic vessel inc NEC,"Incision of vessel"
3806,"Abdomen artery incision","Incision of vessel"
3807,"Abdominal vein incision","Incision of vessel"
3808,"Lower limb artery incis","Incision of vessel"
3809,"Lower limb vein incision","Incision of vessel"
3810,"Endarterectomy NOS,"Endarterectomy"
3811,"Intracran endarterectomy","Endarterectomy"
3812,"Head & neck endarter NEC,"Endarterectomy"
3813,"Upper limb endarterectom","Endarterectomy"
3814,"Endarterectomy of aorta","Endarterectomy"
3815,"Thoracic endarterectomy","Endarterectomy"
3816,"Abdominal endarterectomy","Endarterectomy"
3818,"Lower limb endarterect","Endarterectomy"
3821,"Blood vessel biopsy","Biopsy of blood vessel"
3822,"Percutaneous angioscopy","Percutaneous angioscopy"
3823,"Intravasclr spectroscopy","Intravascular spectroscopy"
3824,"Intravas img cor ves OCT,"Intravascular imaging of coronary vessel(s) by optical coherence tomography [OCT]"
3825,"Intravas img non-cor OCT,"Intravascular imaging of non-coronary vessel(s) by optical coherence tomography [OCT]"
3826,"Insrt prsr snsr w/o lead","Insertion of implantable pressure sensor without lead for intracardiac or great vessel hemodynamic monitoring"
3829,"Blood vessel dx proc NEC,"Other diagnostic procedures on blood vessels"
3830,"Vessel resect/anast NOS,"Resection of vessel with anastomosis"
3831,"Intracran ves resec-anas","Resection of vessel with anastomosis"
3832,"Head/neck ves resec-anas","Resection of vessel with anastomosis"
3833,"Arm vessel resect/anast","Resection of vessel with anastomosis"
3834,"Aorta resection & anast","Resection of vessel with anastomosis"
3835,"Thor vessel resect/anast","Resection of vessel with anastomosis"
3836,"Abd vessel resect/anast","Resection of vessel with anastomosis"
3837,"Abd vein resect & anast","Resection of vessel with anastomosis"
3838,"Leg artery resect/anast","Resection of vessel with anastomosis"
3839,"Leg vein resect/anastom","Resection of vessel with anastomosis"
3840,"Vessel resect/replac NOS,"Resection of vessel with replacement"
3841,"Intracran ves resec-repl","Resection of vessel with replacement"
3842,"Head/neck ves resec-repl","Resection of vessel with replacement"
3843,"Arm ves resect w replace","Resection of vessel with replacement"
3844,"Resect abdm aorta w repl","Resection of vessel with replacement"
3845,"Resect thorac ves w repl","Resection of vessel with replacement"
3846,"Abd artery resec w repla","Resection of vessel with replacement"
3847,"Abd vein resect w replac","Resection of vessel with replacement"
3848,"Leg artery resec w repla","Resection of vessel with replacement"
3849,"Leg vein resect w replac","Resection of vessel with replacement"
3850,"Varicose v lig-strip NOS,"Ligation and stripping of varicose veins"
3851,"Intcran var v lig-strip","Ligation and stripping of varicose veins"
3852,"Head/neck var v lig-str","Ligation and stripping of varicose veins"
3853,"Arm varicose v lig-strip","Ligation and stripping of varicose veins"
3855,"Thorac var v lig-strip","Ligation and stripping of varicose veins"
3857,"Abd varicos v liga-strip","Ligation and stripping of varicose veins"
3859,"Leg varicos v liga-strip","Ligation and stripping of varicose veins"
3860,"Excision of vessel NOS,"Other excision of vessels"
3861,"Intracran vessel excis","Other excision of vessels"
3862,"Head/neck vessel excis","Other excision of vessels"
3863,"Arm vessel excision","Other excision of vessels"
3898,"Arterial puncture NEC,"Other puncture of artery"
3899,"Venous puncture NEC,"Other puncture of vein"
390,"Systemic-pulm art shunt","Systemic to pulmonary artery shunt"
391,"Intra-abd venous shunt","Intra-abdominal venous shunt"
3921,"Caval-pulmon art anastom","Caval-pulmonary artery anastomosis"
3922,"Aorta-subclv-carot bypas","Aorta-subclavian-carotid bypass"
3923,"Intrathoracic shunt NEC,"Other intrathoracic vascular shunt or bypass"
3924,"Aorta-renal bypass","Aorta-renal bypass"
3925,"Aorta-iliac-femor bypass","Aorta-iliac-femoral bypass"
3926,"Intra-abdomin shunt NEC,"Other intra-abdominal vascular shunt or bypass"
3927,"Dialysis arteriovenostom","Arteriovenostomy for renal dialysis"
3928,"Extracran-intracr bypass","Extracranial-intracranial (EC-IC) vascular bypass"
3929,"Vasc shunt & bypass NEC,"Other (peripheral) vascular shunt or bypass"
3930,"Suture of vessel NOS,"Suture of unspecified blood vessel"
3931,"Suture of artery","Suture of artery"
3932,"Suture of vein","Suture of vein"
3941,"Postop vasc op hem contr","Control of hemorrhage following vascular surgery"
3942,"Revis ren dialysis shunt","Revision of arteriovenous shunt for renal dialysis"
3943,"Remov ren dialysis shunt","Removal of arteriovenous shunt for renal dialysis"
3949,"Vasc proc revision NEC,"Other revision of vascular procedure"
3950,"Angio oth non-coronary","Angioplasty of other non-coronary vessel(s)"
3951,"Clipping of aneurysm","Clipping of aneurysm"
3952,"Aneurysm repair NEC,"Other repair of aneurysm"
3953,"Arterioven fistula rep","Repair of arteriovenous fistula"
3954,"Re-entry operation","Re-entry operation (aorta)"
3955,"Reimplan aberr renal ves","Reimplantation of aberrant renal vessel"
3956,"Repair vess w tis patch","Repair of blood vessel with tissue patch graft"
3957,"Rep vess w synth patch","Repair of blood vessel with synthetic patch graft"
3958,"Repair vess w patch NOS,"Repair of blood vessel with unspecified type of patch graft"
3959,"Repair of vessel NEC,"Other repair of vessel"
3961,"Extracorporeal circulat","Extracorporeal circulation auxiliary to open heart surgery"
3962,"Hypothermia w open heart","Hypothermia (systemic) incidental to open heart surgery"
3963,"Cardioplegia","Cardioplegia"
3964,"Intraop cardiac pacemak","Intraoperative cardiac pacemaker"
3965,"Extracorporeal memb oxy","Extracorporeal membrane oxygenation [ECMO]"
3966,"Per cardiopulmon bypass","Percutaneous cardiopulmonary bypass"
3971,"Endo imp oth grf abd aor","Endovascular implantation of other graft in abdominal aorta"
3972,"Endovasc embol hd/nk ves","Endovascular (total) embolization or occlusion of head and neck vessels"
3973,"Endo imp grft thor aorta","Endovascular implantation of graft in thoracic aorta"
3974,"Endo rem obs hd/neck ves","Endovascular removal of obstruction from head and neck vessel(s)"
3975,""Endo emb hd/nk",bare coil""
3976,""Endo em hd/nk",bioac coil""
3977,"Temp endovsc occls vessl","Temporary (partial) therapeutic endovascular occlusion of vessel"
3978,"Endovas impln grft aorta","Endovascular implantation of branching or fenestrated graft(s) in aorta"
3979,"Oth endo proc oth vessel","Other endovascular procedures on other vessels"
3981,""Imp crtd sinus stm",totl""
3982,"Imp/rep crtd sinus lead","Implantation or replacement of carotid sinus stimulation lead(s) only"
3983,"Imp/rep crtd sinus gnrtr","Implantation or replacement of carotid sinus stimulation pulse generator only"
3984,"Rev crtd sinus stm leads","Revision of carotid sinus stimulation lead(s) only"
3985,"Rev crtd sinus pulse gen","Revision of carotid sinus stimulation pulse generator"
3986,""Rem crtd sinus stm", totl""
3987,"Rem crtd sinus stm lead","Removal of carotid sinus stimulation lead(s) only"
3988,"Rem crtd sinus pulse gen","Removal of carotid sinus stimulation pulse generator only"
3864,"Excision of aorta","Other excision of vessels"
3865,"Thoracic vessel excision","Other excision of vessels"
3866,"Abdominal artery excis","Other excision of vessels"
3867,"Abdominal vein excision","Other excision of vessels"
3868,"Leg artery excision","Other excision of vessels"
3869,"Leg vein excision","Other excision of vessels"
387,"Interruption vena cava","Interruption of the vena cava"
3880,"Surg vessel occlus NEC,"Other surgical occlusion of vessels"
3881,"Occlus intracran ves NEC,"Other surgical occlusion of vessels"
3882,"Occlus head/neck ves NEC,"Other surgical occlusion of vessels"
3883,"Occlude arm vessel NEC,"Other surgical occlusion of vessels"
3884,"Occlude aorta NEC,"Other surgical occlusion of vessels"
3885,"Occlude thoracic ves NEC,"Other surgical occlusion of vessels"
3886,"Occlude abd artery NEC,"Other surgical occlusion of vessels"
3887,"Occlude abd vein NEC,"Other surgical occlusion of vessels"
3888,"Occlude leg artery NEC,"Other surgical occlusion of vessels"
3889,"Occlude leg vein NEC,"Other surgical occlusion of vessels"
3891,"Arterial catheterization","Arterial catheterization"
3892,"Umbilical vein cath","Umbilical vein catheterization"
3893,"Venous cath NEC,"Venous catheterization"
3894,"Venous cutdown","Venous cutdown"
3895,"Ven cath renal dialysis","Venous catheterization for renal dialysis"
3897,"CV cath plcmt w guidance","Central venous catheter placement with guidance"
3722,"Left heart cardiac cath","Left heart cardiac catheterization"
3723,"Rt/left heart card cath","Combined right and left heart cardiac catheterization"
3724,"Pericardial biopsy","Biopsy of pericardium"
3725,"Cardiac biopsy","Biopsy of heart"
3726,"Cath base invasv ep test","Catheter based invasive electrophysiologic testing"
3727,"Cardiac mapping","Cardiac mapping"
3728,"Intracardiac echocardio","Intracardiac echocardiography"
1682,"Repair eyeball rupture","Repair of rupture of eyeball"
1689,"Eye/orbit inj repair NEC,"Other repair of injury of eyeball or orbit"
1691,"Retrobulbar injection","Retrobulbar injection of therapeutic agent"
1692,"Excision orbital lesion","Excision of lesion of orbit"
1693,"Excision eye lesion NOS,"Excision of lesion of eye"
1698,"Operation on orbit NEC,"Other operations on orbit"
1699,"Operation on eyeball NEC,"Other operations on eyeball"
1711,"Lap dir ing hern-graft","Laparoscopic repair of direct inguinal hernia with graft or prosthesis"
1712,"Lap indir ing hern-graft","Laparoscopic repair of indirect inguinal hernia with graft or prosthesis"
0991,"Lac punctum obliteration","Obliteration of lacrimal punctum"
0999,"Lacrimal system op NEC,"Other operations on lacrimal system"
100,"Incise/remov conjunct FB,"Removal of embedded foreign body from conjunctiva by incision"
101,"Conjunctiva incision NEC,"Other incision of conjunctiva"
1021,"Conjunctival biopsy","Biopsy of conjunctiva"
1029,"Conjunctiva dx proc NEC,"Other diagnostic procedures on conjunctiva"
1031,"Excise conjunctiv lesion","Excision of lesion or tissue of conjunctiva"
1032,"Destruct conjunc les NEC,"Destruction of lesion of conjunctiva"
1033,"Oth conjunc destruc proc","Other destructive procedures on conjunctiva"
1041,"Symbleph rep w free grft","Repair of symblepharon with free graft"
1042,"Graft conjunc cul-de-sac","Reconstruction of conjunctival cul-de-sac with free graft"
1043,"Conjun cul-de-sac rx NEC,"Other reconstruction of conjunctival cul-de-sac"
1044,"Conjunc free graft NEC,"Other free graft to conjunctiva"
1049,"Conjunctivoplasty NEC,"Other conjunctivoplasty"
105,"Conjunc/lid adhesiolysis","Lysis of adhesions of conjunctiva and eyelid"
106,"Repair conjunct lacerat","Repair of laceration of conjunctiva"
1091,"Subconjunctival inject","Subconjunctival injection"
1099,"Conjunctival op NEC,"Other operations on conjunctiva"
110,"Magnet removal cornea FB,"Magnetic removal of embedded foreign body from cornea"
111,"Corneal incision","Incision of cornea"
1121,"Corneal scrape for smear","Scraping of cornea for smear or culture"
1122,"Corneal biopsy","Biopsy of cornea"
1129,"Corneal dx proc NEC,"Other diagnostic procedures on cornea"
1131,"Pterygium transposition","Transposition of pterygium"
1132,"Pteryg exc w cornea grft","Excision of pterygium with corneal graft"
1139,"Pterygium excision NEC,"Other excision of pterygium"
1141,"Mech remov cornea epith","Mechanical removal of corneal epithelium"
1142,"Thermocaut cornea lesion","Thermocauterization of corneal lesion"
1143,"Cryotherap cornea lesion","Cryotherapy of corneal lesion"
1149,"Destruct cornea les NEC,"Other removal or destruction of corneal lesion"
1151,"Suture cornea laceration","Suture of corneal laceration"
1152,"Rep cornea postop dehisc","Repair of postoperative wound dehiscence of cornea"
1153,"Rx cornea lac w conj flp","Repair of corneal laceration or wound with conjunctival flap"
1159,"Corneal repair NEC,"Other repair of cornea"
1160,"Corneal transplant NOS,"Corneal transplant"
1161,"Lam keratplast w autgrft","Lamellar keratoplasty with autograft"
1162,"Lamellar keratoplast NEC,"Other lamellar keratoplasty"
1163,"Perf keratopl w autogrft","Penetrating keratoplasty with autograft"
1164,"Perforat keratoplast NEC,"Other penetrating keratoplasty"
1169,"Corneal transplant NEC,"Other corneal transplant"
1171,"Keratomileusis","Keratomileusis"
1172,"Keratophakia","Keratophakia"
1173,"Keratoprosthesis","Keratoprosthesis"
1174,"Thermokeratoplasty","Thermokeratoplasty"
1175,"Radial keratotomy","Radial keratotomy"
1176,"Epikeratophakia","Epikeratophakia"
1179,"Cornea reconstruct NEC,"Other reconstructive and refractive surgery on cornea"
1191,"Corneal tattooing","Tattooing of cornea"
1192,"Remove corneal implant","Removal of artificial implant from cornea"
1199,"Corneal operation NEC,"Other operations on cornea"
1200,"Remov ant segmnt FB NOS,"Removal of intraocular foreign body from anterior segment of eye"
1201,"Magnet remov ant seg FB,"Removal of intraocular foreign body from anterior segment of eye with use of magnet"
1202,"Nonmag remov ant seg FB,"Removal of intraocular foreign body from anterior segment of eye without use of magnet"
1211,"Iridotomy w transfixion","Iridotomy with transfixion"
1212,"Iridotomy NEC,"Other iridotomy"
1213,"Prolapsed iris excision","Excision of prolapsed iris"
1214,"Iridectomy NEC,"Other iridectomy"
1221,"Dx aspirat-ant chamber","Diagnostic aspiration of anterior chamber of eye"
1222,"Iris biopsy","Biopsy of iris"
1229,"Ant segment dx proc NEC,"Other diagnostic procedures on iris"
1231,"Goniosynechiae lysis","Lysis of goniosynechiae"
1232,"Ant synechia lysis NEC,"Lysis of other anterior synechiae"
1233,"Post synechiae lysis","Lysis of posterior synechiae"
1234,"Corneovitreal adhesiolys","Lysis of corneovitreal adhesions"
1235,"Coreoplasty","Coreoplasty"
1239,"Iridoplasty NEC,"Other iridoplasty"
1240,"Remov ant segmnt les NOS,"Removal of lesion of anterior segment of eye"
1241,"Nonexc destruc iris les","Destruction of lesion of iris"
1242,"Excision of iris lesion","Excision of lesion of iris"
1243,"Nonexc destr cil bod les","Destruction of lesion of ciliary body"
1244,"Excise ciliary body les","Excision of lesion of ciliary body"
1251,"Goniopuncture","Goniopuncture without goniotomy"
1252,"Goniotomy","Goniotomy without goniopuncture"
1253,"Goniotomy w goniopunctur","Goniotomy with goniopuncture"
1254,"Trabeculotomy ab externo","Trabeculotomy ab externo"
1255,"Cyclodialysis","Cyclodialysis"
1259,"Facilit intraoc circ NEC,"Other facilitation of intraocular circulation"
1261,"Trephin sclera w iridect","Trephination of sclera with iridectomy"
1262,"Thermcaut scler w iridec","Thermocauterization of sclera with iridectomy"
1263,"Iridencleisis/iridotasis","Iridencleisis and iridotasis"
1264,"Trabeculectom ab externo","Trabeculectomy ab externo"
1265,"Scler fistuliz w iridect","Other scleral fistulization with iridectomy"
1266,"Postop revis scl fistul","Postoperative revision of scleral fistulization procedure"
1267,"Insert aqueous drain dev","Insertion of aqueous drainage device"
1269,"Scler fistulizing op NEC,"Other scleral fistulizing procedure"
1271,"Cyclodiathermy","Cyclodiathermy"
1272,"Cyclocryotherapy","Cyclocryotherapy"
1273,"Cyclophotocoagulation","Cyclophotocoagulation"
1274,"Cil body diminution NOS,"Diminution of ciliary body"
1279,"Glaucoma procedure NEC,"Other glaucoma procedures"
1281,"Suture scleral lacer","Suture of laceration of sclera"
1282,"Scleral fistula repair","Repair of scleral fistula"
1283,"Revis ant seg op wnd NEC,"Revision of operative wound of anterior segment"
1284,"Destruct scleral lesion","Excision or destruction of lesion of sclera"
1285,"Repair staphylom w graft","Repair of scleral staphyloma with graft"
1286,"Rep scler staphyloma NEC,"Other repair of scleral staphyloma"
1287,"Graft reinforce sclera","Scleral reinforcement with graft"
1288,"Sclera reinforcement NEC,"Other scleral reinforcement"
1289,"Scleral operation NEC,"Other operations on sclera"
1291,"Therapeut evac ant chamb","Therapeutic evacuation of anterior chamber"
1292,"Anterior chamber inject","Injection into anterior chamber"
1293,"Remov epithel downgrowth","Removal or destruction of epithelial downgrowth from anterior chamber"
1297,"Iris operation NEC,"Other operations on iris"
1298,"Ciliary body op NEC,"Other operations on ciliary body"
1299,"Anterior chamber op NEC,"Other operations on anterior chamber"
1300,"Remove FB lens NOS,"Removal of foreign body from lens"
1301,"Magnet remove FB lens","Removal of foreign body from lens with use of magnet"
1302,"Nonmagnet remove FB lens","Removal of foreign body from lens without use of magnet"
1311,"Temp-inf intrcap lens ex","Intracapsular extraction of lens by temporal inferior route"
1319,"Intracapsul lens ext NEC,"Other intracapsular extraction of lens"
132,"Linear extracap lens ext","Extracapsular extraction of lens by linear extraction technique"
133,"Simpl aspir lens extract","Extracapsular extraction of lens by simple aspiration (and irrigation) technique"
1341,"Catarac phacoemuls/aspir","Phacoemulsification and aspiration of cataract"
1342,"Post catarac frag/aspir","Mechanical phacofragmentation and aspiration of cataract by posterior route"
1343,"Cataract frag/aspir NEC,"Mechanical phacofragmentation and other aspiration of cataract"
1351,"Temp-inf xtracap lens ex","Extracapsular extraction of lens by temporal inferior route"
1359,"Extracap lens extrac NEC,"Other extracapsular extraction of lens"
1364,"After-catar discission","Discission of secondary membrane [after cataract]"
1365,"After-cataract excision","Excision of secondary membrane [after cataract]"
1366,"After catar fragmntation","Mechanical fragmentation of secondary membrane [after cataract]"
1369,"Cataract extraction NEC,"Other cataract extraction"
1370,"Insert pseudophakos NOS,"Insertion of pseudophakos"
1371,"Insert lens at catar ext","Insertion of intraocular lens prosthesis at time of cataract extraction"
1372,"Secondary insert lens","Secondary insertion of intraocular lens prosthesis"
138,"Implanted lens removal","Removal of implanted lens"
1390,"Operation on lens NEC,"Operation on lens"
1391,"Impl intraoc telesc pros","Implantation of intraocular telescope prosthesis"
1400,"Remov post segmnt FB NOS,"Removal of foreign body from posterior segment of eye"
1401,"Magnet remov post seg FB,"Removal of foreign body from posterior segment of eye with use of magnet"
1402,"Nonmag remov post seg FB,"Removal of foreign body from posterior segment of eye without use of magnet"
1411,"Diagnost vitreous aspir","Diagnostic aspiration of vitreous"
1419,"Dx proc post seg NEC,"Other diagnostic procedures on retina"
2023,"Middle ear incision","Incision of middle ear"
2031,"Electrocochleography","Electrocochleography"
2032,"Mid & inner ear biopsy","Biopsy of middle and inner ear"
2039,"Mid/in ear dx proc NEC,"Other diagnostic procedures on middle and inner ear"
2041,"Simple mastoidectomy","Simple mastoidectomy"
2042,"Radical mastoidectomy","Radical mastoidectomy"
2049,"Mastoidectomy NEC,"Other mastoidectomy"
2051,"Excise middle ear lesion","Excision of lesion of middle ear"
2059,"Middle ear excision NEC,"Other excision of middle ear"
2061,"Inner ear fenestration","Fenestration of inner ear (initial)"
2062,"Revis inner ear fenestra","Revision of fenestration of inner ear"
2071,"Endolymphatic shunt","Endolymphatic shunt"
1741,"Open robotic assist proc","Open robotic assisted procedure"
1742,"Lap robotic assist proc","Laparoscopic robotic assisted procedure"
1743,"Perc robotic assist proc","Percutaneous robotic assisted procedure"
1744,"Endo robotic assist proc","Endoscopic robotic assisted procedure"
1745,"Thoraco robotic ast proc","Thoracoscopic robotic assisted procedure"
1749,"Robotic ast proc NEC/NOS,"Other and unspecified robotic assisted procedure"
1751,""Implant CCM,total system""
1752,"Implant CCM pulse genrtr","Implantation or replacement of cardiac contractility modulation [CCM] rechargeable pulse generator only"
1753,"Perc ather extracran vsl","Percutaneous atherectomy of extracranial vessel(s)"
1754,"Perc ather intracran vsl","Percutaneous atherectomy of intracranial vessel(s)"
1755,"Translum cor atherectomy","Transluminal coronary atherectomy"
1756,"Ather oth non-cor vessel","Atherectomy of other non-coronary vessel(s)"
1761,""LITT lesn brain",guidance""
1762,""LITT les hd/nck",guidance""
1763,""LITT lesn liver",guidance""
1769,""LITT lesn", guide oth/NOS""
1770,"IV infusion clofarabine","Intravenous infusion of clofarabine"
1771,"Non-coronary IFVA,"Non-coronary intra-operative fluorescence vascular angiography [IFVA]"
1781,"Insert antimicrobial env","Insertion of antimicrobial envelope"
1801,"Piercing of ear lobe","Piercing of ear lobe"
1802,"Ext auditory canal incis","Incision of external auditory canal"
1809,"External ear incis NEC,"Other incision of external ear"
1811,"Otoscopy","Otoscopy"
1812,"External ear biopsy","Biopsy of external ear"
1819,"Ext ear diagnos proc NEC,"Other diagnostic procedures on external ear"
1821,"Preauricular sinus excis","Excision of preauricular sinus"
1829,"Destruct ext ear les NEC,"Excision or destruction of other lesion of external ear"
1831,"Rad excis ext ear les","Radical excision of lesion of external ear"
1839,"Excis external ear NEC,"Other excision of external ear"
184,"Suture ext ear lac","Suture of laceration of external ear"
185,"Correction prominent ear","Surgical correction of prominent ear"
186,"Ext audit canal reconstr","Reconstruction of external auditory canal"
1871,"Construction ear auricle","Construction of auricle of ear"
1872,"Reattach amputated ear","Reattachment of amputated ear"
1879,"Plastic rep ext ear NEC,"Other plastic repair of external ear"
189,"Other ext ear operations","Other operations on external ear"
190,"Stapes mobilization","Stapes mobilization"
1911,"Stapedect w replac incus","Stapedectomy with incus replacement"
1919,"Stapedectomy NEC,"Other stapedectomy"
1921,"Rev stapdec w incus repl","Revision of stapedectomy with incus replacement"
1929,"Stapedectomy revis NEC,"Other revision of stapedectomy"
193,"Ossicular chain op NEC,"Other operations on ossicular chain"
194,"Myringoplasty","Myringoplasty"
1952,"Type 2 tympanoplasty","Type II tympanoplasty"
1953,"Type 3 tympanoplasty","Type III tympanoplasty"
1954,"Type 4 tympanoplasty","Type IV tympanoplasty"
1955,"Type 5 tympanoplasty","Type V tympanoplasty"
196,"Tympanoplasty revision","Revision of tympanoplasty"
199,"Middle ear repair NEC,"Other repair of middle ear"
2001,"Myringotomy w intubation","Myringotomy with insertion of tube"
2009,"Myringotomy NEC,"Other myringotomy"
201,"Tympanostomy tube remove","Removal of tympanostomy tube"
2021,"Mastoid incision","Incision of mastoid"
2022,"Petrus pyram air cel inc","Incision of petrous pyramid air cells"
236,"Prosthet dental implant","Prosthetic dental implant"
2370,"Root canal NOS,"Root canal"
2371,"Root canal w irrigation","Root canal therapy with irrigation"
2372,"Root canal w apicoectomy","Root canal therapy with apicoectomy"
2373,"Apicoectomy","Apicoectomy"
240,"Gum or alveolar incision","Incision of gum or alveolar bone"
2411,"Gum biopsy","Biopsy of gum"
2412,"Alveolus biopsy","Biopsy of alveolus"
2419,"Tooth & gum dx proc NEC,"Other diagnostic procedures on teeth"
242,"Gingivoplasty","Gingivoplasty"
2431,"Gum lesion excision","Excision of lesion or tissue of gum"
2432,"Suture of gum laceration","Suture of laceration of gum"
2439,"Gum operation NEC,"Other operations on gum"
244,"Exc of dental les of jaw","Excision of dental lesion of jaw"
245,"Alveoloplasty","Alveoloplasty"
246,"Exposure of tooth","Exposure of tooth"
247,"Orthodon applianc applic","Application of orthodontic appliance"
248,"Other orthodontic operat","Other orthodontic operation"
2491,"Exten buccolabial/sulcus","Extension or deepening of buccolabial or lingual sulcus"
2499,"Dental operation NEC,"Other dental operations"
2501,"Closed biopsy of tongue","Closed [needle] biopsy of tongue"
2502,"Open biopsy of tongue","Open biopsy of tongue"
2559,"Repair of tongue NEC,"Other repair and plastic operations on tongue"
2591,"Lingual frenotomy","Lingual frenotomy"
2592,"Lingual frenectomy","Lingual frenectomy"
2593,"Lysis of tongue adhesion","Lysis of adhesions of tongue"
2594,"Other glossotomy","Other glossotomy"
2599,"Tongue operation NEC,"Other operations on tongue"
260,"Incis salivary glnd/duct","Incision of salivary gland or duct"
2611,"Clos bx saliv gland/duct","Closed [needle] biopsy of salivary gland or duct"
2612,"Open bx saliv gland/duct","Open biopsy of salivary gland or duct"
2619,"Saliv glnd dx proc NEC,"Other diagnostic procedures on salivary glands and ducts"
2621,"Salivary cyst marsupial","Marsupialization of salivary gland cyst"
2629,"Saliv lesion excis NEC,"Other excision of salivary gland lesion"
2630,"Sialoadenectomy NOS,"Sialoadenectomy"
2631,"Partial sialoadenectomy","Partial sialoadenectomy"
2632,"Complete sialoadenectomy","Complete sialoadenectomy"
2641,"Suture of saliv glnd lac","Suture of laceration of salivary gland"
2642,"Salivary fistula closure","Closure of salivary fistula"
2649,"Salivary repair NEC,"Other repair and plastic operations on salivary gland or duct"
2691,"Salivary duct probing","Probing of salivary duct"
2699,"Salivary operation NEC,"Other operations on salivary gland or duct"
270,"Drain face & mouth floor","Drainage of face and floor of mouth"
2509,"Tongue dx procedure NEC,"Other diagnostic procedures on tongue"
251,"Destruction tongue les","Excision or destruction of lesion or tissue of tongue"
252,"Partial glossectomy","Partial glossectomy"
253,"Complete glossectomy","Complete glossectomy"
254,"Radical glossectomy","Radical glossectomy"
2551,"Suture of tongue lacerat","Suture of laceration of tongue"
2072,"Inner ear injection","Injection into inner ear"
2079,"Inc/exc/destr in ear NEC,"Other incision"
208,"Eustachian tube ops","Operations on eustachian tube"
2091,"Tympanosympathectomy","Tympanosympathectomy"
2092,"Mastoidectomy revision","Revision of mastoidectomy"
2093,"Repair oval/round window","Repair of oval and round windows"
2094,"Tympanic injection","Injection of tympanum"
2095,"Elecmag hear dev implant","Implantation of electromagnetic hearing device"
2096,"Implt cochlear prost NOS,"Implantation or replacement of cochlear prosthetic device"
2097,"Imp/rep schan coch pros","Implantation or replacement of cochlear prosthetic device"
2098,"Imp/rep mchan cochl pros","Implantation or replacement of cochlear prosthetic device"
2099,"Mid-inner ear ops NEC,"Other operations on middle and inner ear"
2100,"Control of epistaxis NOS,"Control of epistaxis"
2101,"Ant nasal pack for epist","Control of epistaxis by anterior nasal packing"
2102,"Post nasal pac for epist","Control of epistaxis by posterior (and anterior) packing"
2103,"Cautery to stop epistax","Control of epistaxis by cauterization (and packing)"
2104,"Ethmoid art ligat-epist","Control of epistaxis by ligation of ethmoidal arteries"
2105,"Max art lig for epistax","Control of epistaxis by (transantral) ligation of the maxillary artery"
2106,"Ext carot art lig-epist","Control of epistaxis by ligation of the external carotid artery"
2107,"Nasal sept grft-epistax","Control of epistaxis by excision of nasal mucosa and skin grafting of septum and lateral nasal wall"
2109,"Epistaxis control NEC,"Control of epistaxis by other means"
211,"Incision of nose","Incision of nose"
2121,"Rhinoscopy","Rhinoscopy"
2122,"Nasal biopsy","Biopsy of nose"
2129,"Nasal dx proc NEC,"Other diagnostic procedures on nose"
2130,"Nasal lesion excis NOS,"Excision or destruction of lesion of nose"
2131,"Intranas les destruction","Local excision or destruction of intranasal lesion"
2132,"Nasal les destruct NEC,"Local excision or destruction of other lesion of nose"
214,"Resection of nose","Resection of nose"
215,"Submuc nasal sept resect","Submucous resection of nasal septum"
